C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_249.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_249.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_249.jpg, 0, 0, 0, 8.174352E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_351.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_351.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_351.jpg, 0, 0, 0, 7.8181E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_454.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_454.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_454.jpg, 0, 0, 0, 8.326434E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_557.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_557.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_557.jpg, 0, 0, 0, 7.811103E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_658.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_658.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_658.jpg, 0, 0, 0, 8.140731E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_760.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_760.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_760.jpg, 0, 0, 0, 7.961145E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_863.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_863.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_863.jpg, 0, 0, 0, 8.262561E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_18_964.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_18_964.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_18_964.jpg, 0, 0, 0, 7.732301E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_065.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_065.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_065.jpg, 0, 0, 0, 7.984608E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_164.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_164.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_164.jpg, 0, 0, 0, 7.824248E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_272.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_272.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_272.jpg, 0, 0, 0, 7.798924E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_373.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_373.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_373.jpg, 0, 0, 0, 7.891766E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_475.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_475.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_475.jpg, 0, 0, 0, 7.822214E-05
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_580.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_580.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_580.jpg, 0, 0.3158499, 0, 0.2361253
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_698.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_698.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_698.jpg, 0, 0.2374164, 0, 0.6895038
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_802.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_802.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_802.jpg, 0, 0, 0, 0.7775763
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_19_902.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_19_902.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_19_902.jpg, 0, 0, 0, 0.7695593
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_006.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_006.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_006.jpg, 0, 0, 0, 0.7618458
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_107.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_107.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_107.jpg, 0, 0, 0, 0.7542101
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_211.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_211.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_211.jpg, 0, 0, 0, 0.7466514
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_312.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_312.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_312.jpg, 0, 0, 0, 0.7391689
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_413.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_413.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_413.jpg, 0, 0, 0, 0.7317612
C:\Users\devik\Desktop\Udemy\IMG\center_2019_12_29_16_57_20_513.jpg, C:\Users\devik\Desktop\Udemy\IMG\left_2019_12_29_16_57_20_513.jpg, C:\Users\devik\Desktop\Udemy\IMG\right_2019_12_29_16_57_20_513.jpg, 0, 0.2703684, 0, 0.884443
